NAME,COMMON NAME,FAMILY,NATIVITY,HABIT,LOCATION and QUANTITY,ACCN #
Acer rubrum 'Scanlon',red maple,Sapindaceae,Garden Origin,TD,33A (1)                                                 ,1978-0137
Acer saccharinum,silver maple,Sapindaceae,"QuΘ to Fla, Minn & Okla",TD,"107A (1), 10 (1)",1974-1364
Acer saccharum,sugar maple,Sapindaceae,ENA,TD,115 (1)                                                 ,1978-0400
Acer saccharum,sugar maple,Sapindaceae,ENA,TD,"107T (1), 137D (21)",1990-0215
Acer saccharum,sugar maple,Sapindaceae,ENA,TD,"107T (1), 137D (9)",1990-0123
Acer saccharum,sugar maple,Sapindaceae,ENA,TD,117 (6)                                                 ,1997-0648
Acer saccharum,sugar maple,Sapindaceae,ENA,TD,137D (8)                                                 ,1990-0202
Acer saccharum,sugar maple,Sapindaceae,ENA,TD,"107T (1), 117 (1)",1990-0472
Acer saccharum,sugar maple,Sapindaceae,ENA,TD,137D (3)                                                 ,1990-0652
Acer saccharum,sugar maple,Sapindaceae,ENA,TD,137D (20)                                                 ,1990-0473
Acer saccharum,sugar maple,Sapindaceae,ENA,TD,137D (1)                                                 ,1991-0217
Acer saccharum,sugar maple,Sapindaceae,ENA,TD,137D (10)                                                 ,1990-0196
Acer saccharum,sugar maple,Sapindaceae,ENA,TD,137D (15)                                                 ,1990-0217
Acer saccharum 'Legacy',sugar maple,Sapindaceae,Garden Origin,TD,"117 (2), 136 (1)",1995-0717
Acer saccharum 'Legacy',sugar maple,Sapindaceae,Garden Origin,TD,115 (2)                                                 ,1990-0658
Acer saccharum ssp. nigrum,black maple,Sapindaceae,SW Que to Iowa & NC,TD,137D (1)                                                 ,1993-0631
Acer serrulatum,Taiwan maple,Sapindaceae,Taiwan,TD,122 (1)                                                 ,2010-0085
Acer shirasawanum 'Aureum',golden full moon maple,Sapindaceae,Garden Origin,TD,121A (1)                                                 ,1993-0494
Acer shirasawanum 'Aureum',golden full moon maple,Sapindaceae,Garden Origin,TD,"86 (1), 73 (1), 93 (1)",1986-0182
Acer shirasawanum 'Jordan',full moon maple,Sapindaceae,Garden Origin,TD,61 (1)                                                 ,2012-0051
Acer sieboldianum,Siebold's maple,Sapindaceae,Japan,TD,123 (1)                                                 ,1993-0550
Acer stachyophyllum,spike-leaved maple,Sapindaceae,Nepal to C China,TD,126C (1)                                                 ,2012-0317
Acer stachyophyllum ssp. betulifolium,maple,Sapindaceae,Himalayas to central China,TD,"121 (1), 85A (1)",2008-0485
Acer tataricum [Hot Wings] = ''GarAnn'',Tatarian maple,Sapindaceae,Garden Origin,TD,115 (1)                                                 ,2013-0174
Acer tataricum ssp. ginnala,Amur maple,Sapindaceae,China & Japan,TD,61 (1)                                                 ,1972-0329
Acer tataricum ssp. ginnala,Amur maple,Sapindaceae,China & Japan,TD,128 (1)                                                 ,1979-0617
Acer tataricum ssp. semenovii,maple,Sapindaceae,C Asia (Tian-Shan Mts),TD,"15C (2), 124 (1)",1977-0553
Acer tegmentosum,Manchurian snakebark maple,Sapindaceae,N China & Korea,TD,NURS (1)                                                 ,2016-0216
Acer tegmentosum,Manchurian snakebark maple,Sapindaceae,N China & Korea,TD,"127D (1), 85A (1), 123 (1)",1994-0577
Acer tegmentosum 'Joe Witt',Manchurian snakebark maple,Sapindaceae,Garden Origin,TD,123 (1)                                                 ,2016-0226
Acer triflorum,three-flowered maple,Sapindaceae,N China & Korea,TD,122 (1)                                                 ,1997-0283
Acer tschonoskii,maple,Sapindaceae,"N China, Japan & Korea",TD,117 (1)                                                 ,1985-0079
Acer tsinglingense,maple,Sapindaceae,"China (Gansu, Henan, Shaanxi)",TD,NURS (1)                                                 ,2014-0240
Acer tsinglingense,maple,Sapindaceae,"China (Gansu, Henan, Shaanxi)",TD,NURS (1)                                                 ,2016-0036
Acer velutinum,velvet maple,Sapindaceae,Caucasus & N Iran,TD,115 (1)                                                 ,1982-0224
Acer 'White Tigress',maple,Sapindaceae,Garden Origin,TD,128 (1)                                                 ,2016-0225
Acer 'White Tigress',maple,Sapindaceae,Garden Origin,TD,NURS (1)                                                 ,2009-0009
Acer x freemanii 'Autumn Blaze',hybrid maple,Sapindaceae,Garden Origin,TD,107T (1)                                                 ,1993-0947
Acer x freemanii 'Autumn Blaze',hybrid maple,Sapindaceae,Garden Origin,TD,107T (1)                                                 ,2001-0065
Achillea [DESERT EVE RED] = 'Desred',yarrow,Asteraceae,Garden Origin,HD,96F (10)                                                 ,2017-0084
Achillea 'Coronation Gold',yarrow,Asteraceae,Garden Origin,HD,32 (11)                                                 ,1978-0717
Achillea millefolium,yarrow,Asteraceae,"N hemisphere  (Europe & W Asia, N America)",HD,41C (1)                                                 ,2009-0669
Achillea millefolium,yarrow,Asteraceae,"N hemisphere  (Europe & W Asia, N America)",HD,137F (2)                                                 ,1991-0223
Achillea millefolium,yarrow,Asteraceae,"N hemisphere  (Europe & W Asia, N America)",HD,24B (72)                                                 ,2012-0173
Achillea millefolium,yarrow,Asteraceae,"N hemisphere  (Europe & W Asia, N America)",HD,"24A (12), 88 (14)",2009-0582
Achillea millefolium,yarrow,Asteraceae,"N hemisphere  (Europe & W Asia, N America)",HD,NURS (72)                                                 ,2016-0275
Achillea millefolium,yarrow,Asteraceae,"N hemisphere  (Europe & W Asia, N America)",HD,NURS (64)                                                 ,2011-0301
Achillea millefolium 'Cassis',common yarrow,Asteraceae,Garden Origin,HD,68 (9)                                                 ,2011-0143
Achillea millefolium 'Cerise Queen',common yarrow,Asteraceae,Garden Origin,HD,"158 (152), 156 (32), 157 (48)",2006-0010
Achillea 'Moonshine',yarrow,Asteraceae,Garden Origin,HD,"4A (3), 15B (20)",1993-0458
Achillea Summer Pastels Group,yarrow,Asteraceae,Garden Origin,HD,50P (1)                                                 ,1995-0606
Achillea Summer Pastels Group,yarrow,Asteraceae,Garden Origin,HD,"22A (15), 70 (30), 152 (90)",1994-0481
Achillea 'Terracotta',yarrow,Asteraceae,Garden Origin,HD,"50C (6), NURS (1)",2001-0247
Achillea x kellereri,yarrow,Asteraceae,Garden Origin,HD,51C (1)                                                 ,2015-0130
Achlys triphylla,"vanilla-leaf, deer foot, sweet after death",Berberidaceae,BC to California,HD,135C (7)                                                 ,1997-0288
Achlys triphylla,"vanilla-leaf, deer foot, sweet after death",Berberidaceae,BC to California,HD,135C (3)                                                 ,1994-0298
Achlys triphylla,"vanilla-leaf, deer foot, sweet after death",Berberidaceae,BC to California,HD,"22B (18), 24A (3)",2013-0101
Achlys triphylla,"vanilla-leaf, deer foot, sweet after death",Berberidaceae,BC to California,HD,117 (3)                                                 ,1991-0371
Achlys triphylla,"vanilla-leaf, deer foot, sweet after death",Berberidaceae,BC to California,HD,NURS (31)                                                 ,2009-0583
Achlys triphylla,"vanilla-leaf, deer foot, sweet after death",Berberidaceae,BC to California,HD,135C (1)                                                 ,1995-0341
Acis autumnalis,autumn snowflake,Amaryllidaceae,Mediterranean,BU,TR02 (1)                                                 ,2012-0281
Acmella caulirhiza,African power cress,Asteraceae,Africa,HD,NURS (6)                                                 ,2017-0174
Aconitum fischeri,monkshood,Ranunculaceae,E Asia,HD,74 (21)                                                 ,2016-0053
Aconitum 'Ivorine',wolfsbane,Ranunculaceae,Garden Origin,HD,"50C (1), 50F (2)",1993-0474
Aconitum japonicum,monkshood,Ranunculaceae,Japan,HD,123 (3)                                                 ,2012-0218
Aconitum napellus,helmetflower,Ranunculaceae,W and C Europe,HD,124 (13)                                                 ,2016-0054
Aconitum napellus 'Rubellum',helmetflower,Ranunculaceae,Garden Origin,HD,NURS (25)                                                 ,2017-0118
Acorus calamus,sweet flag,Acoraceae,"Asia, Europe, North America, Russia",HD,135A (1)                                                 ,1996-1162
Acorus calamus 'Variegatus',variegated sweet flag,Acoraceae,Garden Origin,HD,"35X (10), 31 (20), 35Y (10), 35Z (10)",1989-0246
Acorus gramineus 'Oborozuki',var'd grassleaf sweet flag,Acoraceae,Garden Origin,HE,NURS (16)                                                 ,2017-0046
Acorus gramineus 'Oborozuki',var'd grassleaf sweet flag,Acoraceae,Garden Origin,HE,"124 (21), 121B (9)",2016-0090
Acorus gramineus 'Ogon',var'd grassleaf sweet flag,Acoraceae,Garden Origin,HE,96A (1)                                                 ,1995-0352
Acorus gramineus 'Ogon',var'd grassleaf sweet flag,Acoraceae,Garden Origin,HE,"26B (9), 55 (12), 13B (40)",1996-0551
Acorus gramineus 'Variegatus',var'd grassleaf sweet flag,Acoraceae,Garden Origin,HE,"35E (1), 32A (3), NURS (1), 24B (3)",1992-0003
Acorus gramineus 'Variegatus',var'd grassleaf sweet flag,Acoraceae,Garden Origin,HE,"NURS (18), 36E (6)",2012-0107
Actaea cordifolia,bugbane rattletop,Ranunculaceae,E USA,HD,13A (1)                                                 ,1997-0371
Actaea cordifolia,bugbane rattletop,Ranunculaceae,E USA,HD,"16 (9), 107A (12)",2012-0230
Actaea heracleifolia,Komarov's bugbane,Ranunculaceae,"Chn, Kor & Russian Far East",HD,74 (1)                                                 ,1996-0499
Actaea pachypoda f. pachypoda,"baneberry, doll's eyes",Ranunculaceae,E Canada & USA,HD,"NURS (7), 16 (3), 107A (14)",2012-0219
Actaea racemosa,black cohosh,Ranunculaceae,ENA,HD,"70 (3), 135C (1), 55 (1), 50P (3), 137D (3), 50Q (1), 107A (10)",1993-0614
Actaea rubra,red baneberry,Ranunculaceae,Can & USA,HD,117 (6)                                                 ,1991-0335
Actaea rubra,red baneberry,Ranunculaceae,Can & USA,HD,137F (3)                                                 ,2013-0310
Actaea rubra f. neglecta,white-fruited red baneberry,Ranunculaceae,Can & USA,HD,39 (3)                                                 ,1997-0339
Actaea rubra f. neglecta,white-fruited red baneberry,Ranunculaceae,Can & USA,HD,"22B (18), 22A (2), 88 (3)",2004-0110
Actaea simplex,Kamchatka bugbane,Ranunculaceae,"Japan, E Russia & Mong",HD,"46D (8), 46E (2)",1974-0940
Actaea simplex 'Black Negligee',Kamchatka bugbane,Ranunculaceae,Garden Origin,HD,"NURS (4), 55 (6)",2009-0061
Actaea simplex 'Brunette',Kamchatka bugbane,Ranunculaceae,Garden Origin,HD,"35D (9), 35E (3), 68 (15), 55 (1)",2003-0070
Actaea simplex 'Brunette',Kamchatka bugbane,Ranunculaceae,Garden Origin,HD,"73 (3), 55 (16)",1996-1165
Actaea simplex 'Hillside Black Beauty',Kamchatka bugbane,Ranunculaceae,Garden Origin,HD,NURS (8)                                                 ,2016-0024
Actaea simplex 'Hillside Black Beauty',Kamchatka bugbane,Ranunculaceae,Garden Origin,HD,55 (1)                                                 ,2001-0323
Actaea simplex 'Pink Spike',Kamchatka bugbane,Ranunculaceae,Garden Origin,HD,NURS (10)                                                 ,2013-0004
Actaea simplex 'White Pearl',Kamchatka bugbane,Ranunculaceae,Garden Origin,HD,"69 (9), 39 (1)",2003-0071
Actinidia arguta,tara vine,Actinidiaceae,"China, Japan, Korea & Taiwan",VD,121E (1)                                                 ,1988-0099
Actinidia callosa, ,Actinidiaceae,"Bhut, Chn, India & Taiwan",VD,133 (1)                                                 ,1987-0261
Actinidia deliciosa,kiwi vine,Actinidiaceae,China,VD,38B (4)                                                 ,2013-0159
Actinidia deliciosa,kiwi vine,Actinidiaceae,China,VD,STOR (1)                                                 ,1988-0144
Actinidia deliciosa,kiwi vine,Actinidiaceae,China,VD,STOR (1)                                                 ,1988-0143
Actinidia kolomikta,variegated kiwi vine,Actinidiaceae,"Chn, Jpn, Kor & Russia",VD,133B (1)                                                 ,1980-0420
Actinidia kolomikta,variegated kiwi vine,Actinidiaceae,"Chn, Jpn, Kor & Russia",VD,123 (1)                                                 ,1976-0070
Actinidia kolomikta,variegated kiwi vine,Actinidiaceae,"Chn, Jpn, Kor & Russia",VD,"38B (1), STOR (1)",1994-0454
Actinodaphne lancifolia, ,Lauraceae,S Japan & Korea,TE,128 (1)                                                 ,1987-0092
Acystopteris japonica,fern,Woodsiaceae,"China, Japan & Taiwan",HD,46F (1)                                                 ,2001-0287
Adenium obesum,desert rose,Apocynaceae,E Africa to Saudi Arabia,SD,SEAS (1)                                                 ,1991-0729
